open_time,open,high,low,close,volume,close_time,quote_volume,trades
2026-01-10T04:00:00+00:00,2.0911,2.1008,2.0806,2.1006,4953464.9,2026-01-10T07:59:59.999000+00:00,10356885.45893,61529
2026-01-10T08:00:00+00:00,2.1006,2.1053,2.0904,2.1028,5353947.3,2026-01-10T11:59:59.999000+00:00,11237531.29288,58277
2026-01-10T12:00:00+00:00,2.1028,2.1106,2.0874,2.093,7070186.1,2026-01-10T15:59:59.999000+00:00,14819777.55523,66326
2026-01-10T16:00:00+00:00,2.093,2.101,2.0878,2.0946,4887013.2,2026-01-10T19:59:59.999000+00:00,10236401.39532,46107
2026-01-10T20:00:00+00:00,2.0946,2.0958,2.0825,2.0907,4656599.5,2026-01-10T23:59:59.999000+00:00,9734493.06918,48498
2026-01-11T00:00:00+00:00,2.0907,2.0966,2.0864,2.0953,5126977.3,2026-01-11T03:59:59.999000+00:00,10723555.37597,48654
2026-01-11T04:00:00+00:00,2.0953,2.099,2.0863,2.0926,3632174.0,2026-01-11T07:59:59.999000+00:00,7600106.50249,43699
2026-01-11T08:00:00+00:00,2.0927,2.0984,2.0881,2.0961,4256699.6,2026-01-11T11:59:59.999000+00:00,8911122.29349,40645
2026-01-11T12:00:00+00:00,2.0961,2.11,2.0839,2.0893,10707866.3,2026-01-11T15:59:59.999000+00:00,22464650.60389,80899
2026-01-11T16:00:00+00:00,2.0893,2.1035,2.0853,2.0869,7328114.3,2026-01-11T19:59:59.999000+00:00,15338799.59023,76146
2026-01-11T20:00:00+00:00,2.0869,2.0869,2.045,2.0745,19493746.7,2026-01-11T23:59:59.999000+00:00,40230346.79555,207101
2026-01-12T00:00:00+00:00,2.0745,2.1069,2.0364,2.0827,30298680.8,2026-01-12T03:59:59.999000+00:00,62802732.76963,306438
2026-01-12T04:00:00+00:00,2.0827,2.0956,2.052,2.0536,19133175.0,2026-01-12T07:59:59.999000+00:00,39761146.37273,123155
2026-01-12T08:00:00+00:00,2.0536,2.0605,2.035,2.0485,15800677.2,2026-01-12T11:59:59.999000+00:00,32326426.44586,164465
2026-01-12T12:00:00+00:00,2.0486,2.0945,2.0406,2.0941,16174882.0,2026-01-12T15:59:59.999000+00:00,33441881.89829,193256
2026-01-12T16:00:00+00:00,2.094,2.1086,2.0535,2.0701,18027237.8,2026-01-12T19:59:59.999000+00:00,37542905.41673,182201
2026-01-12T20:00:00+00:00,2.0701,2.0759,2.04,2.054,10705385.5,2026-01-12T23:59:59.999000+00:00,22019691.75035,107889
2026-01-13T00:00:00+00:00,2.0541,2.0644,2.0474,2.0501,6330524.0,2026-01-13T03:59:59.999000+00:00,13008610.15041,74512
2026-01-13T04:00:00+00:00,2.0501,2.0808,2.0497,2.0533,11135065.7,2026-01-13T07:59:59.999000+00:00,22950965.183,102029
2026-01-13T08:00:00+00:00,2.0533,2.0745,2.0532,2.0606,10627007.6,2026-01-13T11:59:59.999000+00:00,21927386.41507,100707
2026-01-13T12:00:00+00:00,2.0605,2.1016,2.056,2.0987,20949839.4,2026-01-13T15:59:59.999000+00:00,43521487.24293,235957
2026-01-13T16:00:00+00:00,2.0986,2.1397,2.0844,2.1397,25681577.8,2026-01-13T19:59:59.999000+00:00,54060228.36393,251774
2026-01-13T20:00:00+00:00,2.1397,2.185,2.1193,2.1655,38649991.8,2026-01-13T23:59:59.999000+00:00,83324454.3938,367338
2026-01-14T00:00:00+00:00,2.1656,2.1924,2.1567,2.1838,21047557.7,2026-01-14T03:59:59.999000+00:00,45731984.39804,201539
2026-01-14T04:00:00+00:00,2.1839,2.1861,2.1333,2.1484,26052365.4,2026-01-14T07:59:59.999000+00:00,56082123.75164,194713
2026-01-14T08:00:00+00:00,2.1484,2.1537,2.1116,2.1156,15279289.5,2026-01-14T11:59:59.999000+00:00,32681650.75905,153109
2026-01-14T12:00:00+00:00,2.1156,2.1741,2.1116,2.1563,31229752.1,2026-01-14T15:59:59.999000+00:00,67054881.26744,285031
2026-01-14T16:00:00+00:00,2.1563,2.1765,2.1246,2.1462,27028898.1,2026-01-14T19:59:59.999000+00:00,58190371.33499,259509
2026-01-14T20:00:00+00:00,2.1461,2.1613,2.1314,2.1394,14363740.7,2026-01-14T23:59:59.999000+00:00,30800636.8474,135186
2026-01-15T00:00:00+00:00,2.1393,2.1434,2.0819,2.0884,19548513.8,2026-01-15T03:59:59.999000+00:00,41282490.7478,165656
2026-01-15T04:00:00+00:00,2.0884,2.1065,2.0861,2.1012,12774401.3,2026-01-15T07:59:59.999000+00:00,26803301.08676,95519
2026-01-15T08:00:00+00:00,2.1012,2.1229,2.0959,2.112,11625944.5,2026-01-15T11:59:59.999000+00:00,24520219.2863,104109
2026-01-15T12:00:00+00:00,2.112,2.1325,2.0683,2.0956,20440121.2,2026-01-15T15:59:59.999000+00:00,42932016.08314,245493
2026-01-15T16:00:00+00:00,2.0956,2.1007,2.0532,2.0658,16268717.2,2026-01-15T19:59:59.999000+00:00,33810163.92622,191135
2026-01-15T20:00:00+00:00,2.0658,2.0804,2.058,2.0789,8981985.7,2026-01-15T23:59:59.999000+00:00,18596849.55479,102307
2026-01-16T00:00:00+00:00,2.0789,2.0866,2.0645,2.0646,6018918.5,2026-01-16T03:59:59.999000+00:00,12496429.43791,77018
2026-01-16T04:00:00+00:00,2.0647,2.0779,2.0577,2.0737,8395631.7,2026-01-16T07:59:59.999000+00:00,17374935.70593,72129
2026-01-16T08:00:00+00:00,2.0737,2.0817,2.0586,2.0652,6437848.2,2026-01-16T11:59:59.999000+00:00,13312023.74105,68666
2026-01-16T12:00:00+00:00,2.0652,2.0682,2.0263,2.0325,22287253.6,2026-01-16T15:59:59.999000+00:00,45695328.45707,206362
2026-01-16T16:00:00+00:00,2.0325,2.0568,2.0299,2.055,9334658.4,2026-01-16T19:59:59.999000+00:00,19092403.0908,112120
2026-01-16T20:00:00+00:00,2.055,2.0798,2.0476,2.0678,8420309.1,2026-01-16T23:59:59.999000+00:00,17441235.09002,91189
2026-01-17T00:00:00+00:00,2.0678,2.07,2.0536,2.0557,4328427.5,2026-01-17T03:59:59.999000+00:00,8926085.00104,45347
